,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
28,Parmesan Crusted Baked Pork Chops,4.5,35,430.0,860.0,35.0,22.0,5.0,1.0,"[['Leah', 4], ['Tighe', 4], ['Larracuente-Ocasio', 5], ['Judy Gomez', 4], ['Lois S.', 5], ['Patil', 5], ['Sam Flatt', 5], ['KIM', 5], ['DabQueenSyren Leier', 5], ['06', 5], ['Rita Stites', 5], ['Wendy', 5], ['Victoria', 5]]","[['4', None, 'bone-in pork chops'], ['1', 'teaspoon', 'salt'], ['1/2', 'teaspoon', 'black pepper'], ['1/3', 'cup', 'panko bread crumbs'], ['1 1/2', 'ounces', 'grated Parmesan cheese'], ['1', 'teaspoon', 'garlic powder'], [None, None, 'black pepper'], ['2', 'tablespoons', 'salted butter']]",https://www.yummly.com/recipe/Parmesan-Crusted-Baked-Pork-Chops-2465569
29,Miso Soup,4.5,25,200.0,1450.0,10.0,19.0,12.0,4.0,"[['Wilson', 5], ['Wade', 5], ['Daniella d.', 5], ['Daniel', 5], ['AnaStacia MacDowell', 4], ['Jaime T.', 4], ['Kaya', 3], ['Kaitlin Schneider', 4], ['Emily', 3], ['Natasha Galston', 4], ['David', 4], ['Karen', 5], ['Madeleine Post', 3], ['Castle', 5], ['Z P.', 4], ['Angelique', 4], ['Johanna', 4], ['John W.', 4], ['Kat J.', 1], ['Kinard', 3], ['Nicole G.', 5], ['pınar arpacı', 5], ['Red Doyle', 5], ['Jennifer Bogle', 5], ['EMMA', 2], ['Stephiney G.', 5], ['Patrick G.', 5]]","[['1', 'quart', 'vegetable stock'], ['2', 'cups', 'water'], ['3', 'tablespoons', 'miso paste'], ['14', 'ounces', 'firm tofu'], ['2', 'cups', 'mushrooms'], ['5', None, 'scallions']]",https://www.yummly.com/recipe/Miso-Soup-2244697
30,Keto Breakfast Biscuits,4.5,40,300.0,390.0,24.0,17.0,5.0,2.0,"[['Desha W', 4], ['elaine21', 5], ['Nessy Sanchez', 5], ['Barbara Babin', 5], ['Liesl Moody', 4], ['Nichelle Wiley', 4], ['Jenny Davis', 5], ['Hay', 5], ['Jenn G.', 5], ['Christman', 5], ['Mel Shafer', 5]]","[['2', 'ounces', 'cream cheese'], ['2', 'cups', 'mozzarella'], ['2', None, 'eggs'], ['1', 'cup', 'almond flour'], ['1', 'pinch', 'salt'], ['2', 'ounces', 'colby jack cheese'], ['6', None, 'breakfast sausage patties']]",https://www.yummly.com/recipe/Keto-Breakfast-Biscuits-2611075
31,Fish Florentine,4.5,25,300.0,530.0,15.0,33.0,9.0,3.0,"[['Hayden Lane', 5], ['Varvara', 5], ['Tim Confare', 5], ['N N', 4], ['erin s.', 5], ['Mary', 4], ['Kevin Gabel', 5], ['Pedro P.', 4], ['Philip D.', 5], ['Desniege Joseph', 5], ['ITALIAN MAMA', 4], ['Julie', 5], ['Shawndril L.', 5], ['Jenna Lee', 4], ['nichole nichole', 5], ['Oneisha Thompson', 5], ['Bev', 5], ['Shih-shih Chen', 5], ['Enrique Rodríguez', 5], ['Teresa M.', 4], ['Connie S.', 4], ['Carol C.', 5], ['Tako205', 4], ['Shelby C.', 5], ['Tara', 5], ['Tiffany', 5], ['Adrienne', 5], ['Heather Locker', 5], ['Tracey Rivera', 5], ['Carolina', 5]]","[['20', 'ounces', 'fish fillet'], ['1', 'tablespoon', 'extra virgin olive oil'], ['1', 'tablespoon', 'salted butter'], ['1', 'cup', 'red bell pepper'], ['2', 'cloves', 'garlic'], ['9', 'ounces', 'baby spinach'], ['2', 'ounces', '1/3-less-fat cream cheese'], ['1/4', 'cup', 'cream'], ['3', 'tablespoons', 'grated Parmesan cheese'], [None, None, 'kosher salt'], [None, None, 'black pepper']]",https://www.yummly.com/recipe/Fish-Florentine-2643354
32,Melt-In-Your-Mouth Baked Chicken Breasts,4.5,37,300.0,430.0,14.0,38.0,1.0,0.0,"[['Angie', 5], ['Jamielynn Selner', 3], ['Laureen D.', 5], ['Peter', 5], ['Leah', 5], ['Tanyka Jacobsen', 5], ['Alane F.', 5], ['Jenni Langemeier', 4], ['Angie Carnaghi-Monday', 4], ['Jamie Cook', 4], ['Lauren AW', 4], ['yellow _sailboat1', 4], ['Sheri Schenk', 3], ['Christie N.', 4], ['Lettie Polkoski', 3], ['kamphuis', 5], ['Amanda Johnson', 5], ['Teryn Revels', 4], ['Mary B', 5], ['Debbie', 4], ['Alyssa D', 1], ['Elizabeth', 3], ['andrew delage', 5], ['Rebecca Wuollet', 4], ['Halo Reborn', 5], ['Podrug', 5], ['Obrien', 5], ['Lora Sweeney', 5]]","[[None, None, 'nonstick cooking spray'], ['2', 'pounds', 'boneless skinless chicken breasts'], ['2', 'teaspoons', 'salt'], ['1/4', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'garlic powder'], ['1/4', 'cup', 'mayonnaise'], ['1/4', 'cup', 'plain greek yogurt'], ['1/2', 'cup', 'shredded Parmesan cheese']]",https://www.yummly.com/recipe/Melt-In-Your-Mouth-Baked-Chicken-Breasts-9073095
33,Healthy Spinach Artichoke Chicken Bake,4.5,40,490.0,700.0,19.0,66.0,12.0,4.0,"[['Crystal P.', 4], ['cindy montoya', 5], ['Kayla Grieme', 4], ['Ashleigh ROOT', 5], ['Murphy', 1], ['Mama & Papa Thorne', 3], ['tori', 4], ['Marhya King', 5], ['Chelsea Bacon', 5], ['Maddie', 5], ['Hello There Lady', 5], ['aaron gould', 5], ['Giulianna Kesler', 5], ['Mayra M.', 5], ['Chavarri', 4], ['Sophia Sophia', 5], ['Jessie W.', 5], ['Jessica Dalke', 3], ['Rachel Hazlett', 3], ['Valerie Anne', 4], ['Zari Case', 4], ['Ben S', 3], ['Clare', 5], ['Talita', 3], ['Dr. Candace Holmes', 5], ['Ashley', 5], ['Barnes', 5], ['Stephanie Haynes', 4], ['Shannon Valva', 4], ['Wheir Slater', 3]]","[['32', 'ounces', 'chicken breasts'], ['2', 'cups', 'baby spinach'], ['1', 'cup', 'plain low fat yogurt'], ['1', 'cup', 'marinated artichoke hearts'], ['1', 'teaspoon', 'Dijon mustard'], ['1/2', 'teaspoon', 'garlic powder'], ['8', 'slices', 'mozzarella cheese']]",https://www.yummly.com/recipe/Healthy-Spinach-Artichoke-Chicken-Bake-2719666
34,Tender Baked Parmesan Chicken,4.0,30,210.0,470.0,13.0,5.0,18.0,0.0,"[['marissa h.', 5], ['Tharp', 5], ['Stacey S.', 5], ['Larry G.', 4], ['Loraine Arce', 5], ['Aaron K.', 5], ['Owens', 5], ['kyle o.', 5], ['Diana O.', 5], ['Brown', 5], ['Kimberly S.', 5], ['Margie Merchant', 3], ['Kimyla Huffman', 5], ['TJ Terrillion', 5], ['RuthAnn O.', 5], ['Ramirez', 5], ['Karen S.', 5], ['Teresa T.', 5], ['Patricia', 5], ['Nan Ford', 5], ['Yasmeen Sheikah', 5], ['Andrea W.', 5], ['Rachel', 5], ['wenonah', 5], ['Sam S.', 5], ['Renee Gruber', 5], ['Deelee T.', 5], ['Laurie Gover', 5], ['Pam M.', 5], ['Mary S.', 5]]","[['1/2', 'cup', ""hellmann's or best foods real mayonnaise""], ['1/3', 'cup', 'grated Parmesan cheese'], ['1/2', 'teaspoon', 'garlic powder'], ['4', None, 'boneless, skinless chicken breast halves'], ['3/4', 'cup', 'fresh bread crumbs']]",https://www.yummly.com/recipe/Tender-baked-parmesan-chicken-303054
35,Breakfast Bites,4.5,40,220.0,410.0,19.0,10.0,2.0,0.0,"[['Corie Lynn', 4], ['Melissa Miller', 5], ['Rachel Miller', 5], ['Eddie Irwin', 5], ['Jonny B', 4], ['Michele D.', 5], ['Nitika Katyal', 2], ['nyny nac', 5], ['Cj Hyneman', 3], ['charalambous', 4], ['Jeanette Bahena', 5], ['Donna Palmer', 3], ['kait', 5], ['Chris Houle-Paonessa', 5], ['Heidi', 5], ['Мария Белякова', 4], ['Helena Duty', 5], ['Velez', 5], ['Edita S', 5], ['Thorn', 5], ['Kat', 5], ['Amy Ulrich', 5], ['Gloretha', 3], ['Lindsay Wilmore', 5], ['carly', 5], ['Corinna W.', 5], ['Sheila  Davis', 5], ['Kimberly Davis', 1]]","[['1', 'can', 'Pillsbury™ Crescent Recipe Creations® refrigerated seamless dough sheet'], ['7', None, 'eggs'], ['12', 'slices', 'bacon'], ['1', 'cup', 'cheddar cheese'], ['1/2', 'cup', 'milk'], [None, None, 'pepper'], [None, None, 'salt']]",https://www.yummly.com/recipe/Breakfast-Bites-2539704
36,5-Ingredient Pesto Salmon,4.5,20,240.0,360.0,15.0,23.0,3.0,1.0,"[['Ventura', 5], ['Shirin N', 5], ['Suzanne D.', 5], ['Pearl Igwe', 5], ['Edison', 5], ['Alex Chapin', 5], ['O’s', 4], ['Ness Osadon', 4], ['ConnieJaracz', 5], ['Bourazani Popi', 3], ['Thomas Hughes', 5], ['Kate H.', 4], ['Caddy Murphy', 5], ['Hadeel Belal', 5], ['Frank', 5], ['Maxime', 5], ['Shari Zibari', 5], ['sera', 5], ['Priscilla Yam', 5], ['Mia', 4], ['Slump', 5], ['Lily Ocana', 5], ['Chris Kryshak', 5], ['Janet S.', 5], ['Ossama Mustafa', 4], ['Macy King', 5], ['Moné Smith', 5], ['Melissa', 5], ['Rose', 4], ['Charlie Schwartz', 5]]","[['4', None, 'salmon fillets'], ['1/4', 'cup', 'basil pesto'], ['1/2', 'teaspoon', 'salt'], [None, None, 'black pepper'], ['1/2', None, 'lemon']]",https://www.yummly.com/recipe/5-Ingredient-Pesto-Salmon-2440805
37,The Very Best Oven Baked Chicken Breast,4.5,50,440.0,680.0,20.0,51.0,17.0,3.0,"[['Avemary M.', 5], ['Larracuente-Ocasio', 4], ['Kelly Haga', 5], ['Shouldice', 5], ['Shay jkhhu', 4], ['Hayden Kesinger', 5], ['Tammy Williams', 5], ['Reynolds', 5], ['Em', 3], ['Stephanie Proctor', 4], ['Chuck', 3], ['Jade Cook', 3], ['Roze Brogan', 2], ['Stephney', 5], ['Diane C.', 1], ['Britt Hartle', 5], ['Julg', 5], ['Jazzy Fizzle', 5], ['brian', 5], ['Kyle Pachla', 3], ['Stephanie', 5], ['Ida', 5], ['Rebecca', 5], ['Beth B.', 4], ['Keyiarra Gibbons', 4], ['Darren', 5], ['Ted Howell', 4], ['Dan', 4], ['Anitra', 5], ['Glee', 5]]","[['1/4', 'cup', 'brown sugar'], ['3', 'tablespoons', 'smoked paprika'], ['1', 'tablespoon', 'chili powder'], ['1', 'tablespoon', 'garlic powder'], ['1', 'tablespoon', 'onion powder'], ['1', 'tablespoon', 'dried thyme'], ['1', 'teaspoon', 'cayenne pepper'], ['1/2', 'teaspoon', 'kosher salt'], ['1/2', 'teaspoon', 'ground black pepper'], ['4', 'whole', 'boneless, skinless chicken breasts'], ['1/4', 'cup', 'butter']]",https://www.yummly.com/recipe/The-Very-Best-Oven-Baked-Chicken-Breast-2507309
38,Golden Parmesan-Herb Crusted Salmon,4.5,22,340.0,370.0,23.0,26.0,6.0,1.0,"[['Brandon Slade', 5], ['Fisher', 5], ['April Moore', 2], ['Kai Whitaker', 5], ['Speckman', 5], ['Holden Massey', 4], ['Rebecca Wuollet', 5], ['KC', 5], ['Stephanie G.', 5], ['Cherish Philip', 4], ['Miranda and Jared Holloway', 5], ['Chirag Shamdasani', 5], ['Splajt', 5], ['Yun', 5], ['O', 4], ['Rachael Wonderlin', 5], ['Mateus Dias Ferreira', 4], ['Hannah Sattazahn', 5], ['Agnes Dumett', 4]]","[['4', None, 'salmon fillets'], ['1', 'tablespoon', 'fresh parsley'], ['1', 'tablespoon', 'fresh dill'], ['1', 'tablespoon', 'fresh chives'], ['1', 'teaspoon', 'fresh thyme leaves'], ['1', 'ounce', 'grated Parmesan cheese'], ['1', 'ounce', 'fresh breadcrumbs'], ['1/4', 'teaspoon', 'garlic powder'], ['1/4', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'black pepper'], ['2', 'tablespoons', 'unsalted butter'], ['1/2', None, 'lemon']]",https://www.yummly.com/recipe/Golden-Parmesan-Herb-Crusted-Salmon-9029465
39,Souperior Meatloaf,4.5,70,300.0,270.0,19.0,24.0,8.0,0.0,"[['Red', 5], ['Tamra Derry', 5], ['Joel Quevedo', 3], ['Jodea J.', 5], ['Gary Kauwe', 4], ['Kathy Mitchell', 4], ['Brandi Casillas', 5], ['Erica Haymaker', 5], ['Patsy', 5], ['Anthony DeToro', 5], ['Curt Haynes', 4], ['Andy Englehart', 5], ['Angie R.', 5], ['Steve M.', 5], ['Dawn M.', 5], ['Bobbi Jo Chillari', 5], ['Rhonda Bruschi', 4], ['Ryan R.', 5], ['Janet J.', 5], ['Felice H.', 5], ['carol', 5], ['Robert B.', 5], ['A. Cassidy', 5], ['Shakendra R.', 5], ['Venessa Carli', 4], ['Kris Shorter', 5], ['Vivette Ashen-Brenner', 5], ['Cassandra A.', 5], ['Kristine', 5], ['Heather Kearney', 5]]","[['1', 'envelope', 'lipton recipe secrets onion soup mix'], ['2', 'pounds', 'ground beef'], ['3/4', 'cup', 'fresh bread crumbs'], ['2', None, 'eggs'], ['3/4', 'cup', 'water'], ['1/3', 'cup', 'ketchup']]",https://www.yummly.com/recipe/Souperior-meatloaf-304346
40,Pasta with Ground Beef,4.0,45,510.0,970.0,29.0,30.0,32.0,7.0,"[['Daniella Hurst', 5], ['Emmanuel Nzimiro', 4], ['Andrius Senulis', 4], ['Ashleigh R.', 3], ['Turner Taunton', 4]]","[['1', 'tablespoon', 'olive oil'], ['1/2', None, 'onion'], ['1', None, 'carrot'], ['1', None, 'red bell pepper'], ['2', 'cups', 'whole wheat pasta'], ['500', 'grams', 'ground beef'], ['28', 'ounces', 'tomato sauce'], [None, None, 'Parmesan cheese']]",https://www.yummly.com/recipe/Pasta-with-Ground-Beef-530574
41,Easy Shortcut Cinnamon Rolls,4.5,60,670.0,470.0,15.0,10.0,130.0,5.0,"[['Nicole G', 5], ['jean s.', 1], ['Lori W.', 5], ['Milo Kalyan', 5], ['Jenn', 5], ['Charlene Morris', 5], ['Katie', 5], ['Denali Duramax', 5], ['simnom hai', 4], ['Ella', 5], ['J. S.', 5], ['Golden', 4]]","[['1', 'pound', 'frozen pizza dough'], ['1/4', 'cup', 'softened butter'], ['3/4', 'cup', 'granulated sugar'], ['2', 'teaspoons', 'ground cinnamon'], ['1/2', 'teaspoon', 'vanilla'], ['1', 'cup', 'powdered sugar'], ['1/4', 'teaspoon', 'vanilla'], ['1', 'tablespoon', 'water']]",https://www.yummly.com/recipe/Easy-Shortcut-Cinnamon-Rolls-1878413
42,"Healthy Breakfast Egg Muffins (Low Carb, Keto)",4.5,30,120.0,120.0,9.0,9.0,3.0,1.0,"[['Laura Vill', 5], ['Shaun Bemis', 5], ['Kathy', 5], ['Miller', 5], ['MeMe', 5], ['Heyy', 5], ['Elaine E.', 5], ['Brigid', 5], ['Jo Ellen Fritz', 5], ['Marcos', 5], ['Henlo Stinky!!', 3], ['Erin', 5], ['Diana Antohe', 5], ['Claire Lee', 5], ['Kristy G.', 5], ['Scott', 4], ['Shii', 5], ['Leslie Glick', 5], ['Mia Nibler', 5], ['Yolonda', 4], ['Emma Johnson', 4], ['Daniel Tobin', 5], ['Shannon Comstock', 4], ['Aleksandra Gnach', 5], ['Sherrod', 4], ['Kattie', 5], ['Andresen', 5], ['Jasmine Arredondo', 5], ['Camille-Byers', 4], ['Hannah', 4]]","[['6', None, 'large eggs'], ['1/4', 'cup', 'almond milk'], ['1/2', 'cup', 'fresh spinach'], ['1/3', 'cup', 'fresh tomatoes'], ['1/3', 'cup', 'shredded cheddar cheese'], ['2', None, 'green onions'], [None, None, 'avocado']]",https://www.yummly.com/recipe/Healthy-Breakfast-Egg-Muffins-_Low-Carb_-Keto_-2632563
43,Bacon Roasted Broccoli,4.0,40,130.0,260.0,12.0,4.0,4.0,1.0,"[['Auntie Vic', 4], ['Tammi L.', 5], ['Amanda', 3], ['Mozes', 5], ['Anastasiya R.', 5], ['Chelsea Agababyan', 5], ['j', 4], ['dhdhdy', 4], [""Na'Ki Williams"", 3], ['James West-Franklin', 3], ['Brandon Billings', 5]]","[['2', 'cups', 'broccoli florets'], ['2', 'teaspoons', 'olive oil'], ['1/4', 'teaspoon', 'garlic powder'], ['1/8', 'teaspoon', 'salt'], ['1/8', 'teaspoon', 'black pepper'], ['3', 'strips', 'bacon']]",https://www.yummly.com/recipe/Bacon-Roasted-Broccoli-2436588
44,Breakfast Muffins,4.5,55,140.0,310.0,12.0,7.0,1.0,0.0,"[['Anne', 5], ['landry', 4], ['Meredyth', 5], ['Amy', 4], ['Margo', 5], ['Regina Gutierrez-Zeckzer', 4], ['collins', 5], ['Robert', 5], ['gina v.', 5], ['Brian V.', 5], ['Hi, Sophia! Y.', 5], ['Michele N.', 5]]","[['20', 'ounces', 'Simply Potatoes Shredded Hash Browns'], ['1', 'tablespoon', 'olive oil'], ['1', 'teaspoon', 'sea salt'], ['1/2', 'teaspoon', 'ground black pepper'], ['2', 'cups', 'cheese'], ['12', 'ounces', 'bacon'], ['9', None, 'extra large eggs'], ['1/2', 'cup', 'red bell pepper'], ['1/2', 'cup', 'orange bell pepper'], [None, None, 'parsley'], ['1/2', 'cup', '2% milk']]",https://www.yummly.com/recipe/Breakfast-Muffins-1679191
45,Moist and Tender Baked Pork Chops,4.0,120,70.0,0.0,7.0,0.0,2.0,0.0,"[['Cynthia T.', 3], ['Heather', 2], ['Cera', 5], ['Paul Brauckmann', 5], ['Toni D.', 5], ['Vivian Liedtke', 4], ['Phayth Aklandd', 5]]","[['4', None, 'pork chops, 1-inch thick'], ['1/2', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'seasoning salt'], ['1', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'onion powder'], ['2', 'tablespoons', 'olive oil'], ['1', 'cup', 'water']]",https://www.yummly.com/recipe/Moist-and-Tender-Baked-Pork-Chops-2060937
46,Brown Butter Mushroom Pasta,4.5,30,990.0,600.0,56.0,21.0,105.0,6.0,"[['Palesa Kaonga', 4], ['Erin Tully', 2], ['Hello', 5], ['Christian', 5], ['Aly', 5], ['LeAnn', 5], ['Emily Carlson', 5], ['Robin Neff', 4], ['sarah d', 5], ['Thomas M.', 4], ['sabo', 5], ['Jazelle Martinez', 5], ['General S.', 4], ['Jelle Verheyen', 5], ['Unikekoilija', 5], ['Gabriele Norbutaite', 5], ['Hanson', 3], ['Kevin C.', 4], ['Dani Martell', 4], ['Sheridan', 5], [""T'ona"", 5], ['Jaime', 5], ['Addy Duchesne', 3], ['Abbie', 5], ['Martin', 5], ['Shaelene Seda Vargas', 3], ['Kim', 5], ['Manouselis', 5], ['Nathan', 5], ['Pilani', 5]]","[['8', 'ounces', 'spaghetti'], ['1', 'tablespoon', 'extra virgin olive oil'], ['1/2', 'cup', 'breadcrumbs'], [None, None, 'kosher salt'], [None, None, 'freshly ground black pepper'], ['8', 'tablespoons', 'unsalted butter'], ['3', 'cloves', 'garlic'], ['8', 'ounces', 'cremini mushrooms'], ['4', 'sprigs', 'thyme'], ['2', 'tablespoons', 'fresh parsley leaves']]",https://www.yummly.com/recipe/Brown-Butter-Mushroom-Pasta-2518930
47,Garlic Butter Baked Pork Chops,4.5,35,460.0,920.0,36.0,34.0,1.0,0.0,"[['Cathy S.', 5], ['LA', 5], ['Corinne Muller', 5], ['Hi Cindy', 5], ['Michelle Black', 5], ['Michael Dombrowski', 5], ['Joshua W.', 5], ['Jordan Jackson', 4], ['Kate Shealy', 4], ['Glenna Orlando-Price', 3], ['Trudie B.', 5], ['gina', 5], ['Stan', 5], ['Michelle', 5], ['Alicia Giannasca', 4], ['shanae duley', 4], ['corina', 5], ['Marcus Gandy', 5], ['Monica Maybank', 4], ['Mallory Neuble', 4], ['Sandra', 4], ['nichell', 4], ['H70W MNUA', 4], ['Calvin', 3], ['Henry', 5], ['Bryan Reese', 5], ['Renee Hodges Moore', 5], ['Elliott A.', 5], ['MandyMoo', 5], ['Jen', 1]]","[['2', None, 'pork chops'], [None, None, 'kosher salt'], [None, None, 'freshly ground black pepper'], ['4', 'tablespoons', 'grass-fed butter'], ['1', 'tablespoon', 'fresh thyme'], ['2', 'cloves', 'garlic'], ['1', 'tablespoon', 'olive oil']]",https://www.yummly.com/recipe/Garlic-Butter-Baked-Pork-Chops-2600608
48,Orange Salmon,4.5,30,630.0,380.0,38.0,55.0,9.0,0.0,"[['Phoebe T.', 3], ['Hillary M', 5], ['Fish', 4], ['Al bo', 4], ['Oscar Anderson', 4], ['Davis', 2], ['Food', 4], ['C L.', 5], ['Rose', 4], ['Pethro F.', 4], ['Diffin', 4], ['Slaby Auth', 5], ['McAtee', 5], ['K', 5], ['Beloved', 5], ['Angela', 5], ['Kasha F.', 4], ['Jennifer', 4], ['Barbie h.', 5], ['Danah Golden', 5], ['Celia G.', 5], ['Roberts', 1], ['Adolfo', 5], ['Aaron R.', 5], ['Cynthia', 5], ['Herman H.', 5], ['Starsky Gumsole', 5], ['Tatyanna A.', 3], ['Lisa Picano', 5], ['F J', 4]]","[['1/4', 'cup', 'fresh orange juice'], ['2', 'tablespoons', 'honey'], ['2', 'tablespoons', 'low sodium soy sauce'], ['1', 'tablespoon', 'olive oil'], ['2', 'cloves', 'garlic'], ['1/2', 'teaspoon', 'ground ginger'], ['3', 'pounds', 'salmon fillet']]",https://www.yummly.com/recipe/Orange-Salmon-2060197
49,Baked Salmon with Parmesan Herb Crust,4.5,17,90.0,180.0,6.0,8.0,1.0,0.0,"[['andrea M.', 3], ['Rosemary Johnston', 5], ['Tomas Lekstutis', 5], ['Jaunie Nelson', 5], ['Barbie Barbosa', 5], ['Liz Green', 4], ['Edwin Thomason', 4], ['Parker', 5], ['Linda', 4], ['Stephens', 5], ['Maria', 5], ['India', 4], ['ccrow06 ..', 5], ['Jennifer Drabowicz', 5], ['Gw Brewer', 5], ['kaye', 5], ['Chelsea', 5], ['Sharon', 5], ['Ayana G.', 4], ['Latigo', 4], ['Jasmine H.', 5], ['Jennifer McDonald', 5], ['Julian Taos', 5], ['Val', 4], ['Marc Smith', 5], ['Emily Lorna', 5], ['Aliya Chapman', 4], ['Lillian Rysdam', 4], ['Jenobia S.', 5], ['Cindy', 5]]","[['1', None, 'salmon filet'], ['3', 'cloves', 'garlic'], ['1/4', 'cup', 'chopped parsley'], ['1/2', 'cup', 'Parmesan cheese']]",https://www.yummly.com/recipe/Baked-Salmon-with-Parmesan-Herb-Crust-2037670
50,Classic Apple Pie,4.5,87,450.0,340.0,21.0,6.0,63.0,5.0,"[['Mairym F.', 5], ['The Introverted Cupcake', 5], ['Padfoot', 5], ['Jason L.', 5], ['gabrielle', 5], ['Jamie Stricklen', 1], ['Adi Nahum', 5], ['Matt B.', 5], ['Alene Fernandis', 5]]","[['2', None, 'pie crust'], ['6', None, 'granny smith apples'], ['1/2', None, 'lemon'], ['1/4', 'cup', 'granulated sugar'], ['1/4', 'cup', 'brown sugar'], ['1/4', 'cup', 'all-purpose flour'], ['1 1/2', 'teaspoons', 'cinnamon'], ['1/4', 'teaspoon', 'nutmeg'], ['1/4', 'teaspoon', 'allspice'], ['1/4', 'teaspoon', 'ground cloves'], ['1', 'dash', 'salt'], ['1', None, 'eggs'], ['1', 'teaspoon', 'water'], [None, None, 'vanilla ice cream']]",https://www.yummly.com/recipe/Classic-Apple-Pie-9029499
51,Crack Chicken Spaghetti,4.5,55,590.0,1400.0,28.0,43.0,40.0,3.0,"[['Ms.D', 5], ['Bethany Terrio', 1], ['Conner Matson', 4], ['Traci Krygiel', 5], ['Megan Gosnell', 3], ['Karen M.', 1], ['Eader', 5], ['Yola K.', 4], ['Eric Fairfield', 5], ['Carol Davis', 5], ['Darren Wilson', 4], ['marie', 3], ['Tyler Reese', 5], ['Dodie Payne', 5], ['Nikki Olson', 5], ['cox', 1], ['Wes Neskora', 5], ['Joshua Bibbee', 5], ['Danika D.', 5], ['Gara Jarmer', 5], ['jerrilynn haywood', 5], ['Mark Hairstylist', 5], ['Jacob Gray', 5], ['Andrea A.', 4], ['Mrs.Eva', 4], ['Salve', 4], ['Abby Thralls', 5], ['Pike', 5], ['Amy', 5], ['Haley', 1]]","[['8', 'ounces', 'spaghetti'], ['10 3/4', 'ounces', 'cream of chicken soup'], ['8', 'ounces', 'velveeta cheese'], ['1/2', 'cup', 'chicken broth'], ['2', 'tablespoons', 'ranch dressing mix'], ['2 1/2', 'cups', 'chicken'], ['3', 'ounces', 'bacon bits'], ['1 1/2', 'cups', 'shredded cheddar cheese']]",https://www.yummly.com/recipe/Crack-Chicken-Spaghetti-2572120
52,Shrimp Scampi,4.5,25,430.0,470.0,11.0,33.0,50.0,3.0,"[['Maria Katerelos', 5], ['Pilly Yniguez', 4], ['Hanks', 5], ['Cienna Banwell', 4], ['Tracey', 3], ['Sami Limperis-Kaufman', 5], ['rheabowenx', 5], ['B', 5], ['Mike Malaccorto', 5], [""La'Sha Jones"", 5], ['Hornsby', 5], ['Jasbir', 2], ['Hi janie', 5], ['Hassanah I.', 5], ['heather d.', 5], ['nichole nichole', 5], ['YANKEES', 5], ['Sierra', 5], ['Jason Pineda', 4], ['Sharon Baker', 5], ['Hollyn Heron', 5], ['Diane', 5], ['Yummly User', 5], ['Meg', 4], ['Theresa Anderson', 3], ['Russell', 4], ['Marcia', 5], ['neil lawrence', 5], ['Jennfer S.', 5], ['Santiago', 5]]","[['8', 'ounces', 'linguine'], ['2', 'tablespoons', 'unsalted butter'], ['1', 'pound', 'medium shrimp'], ['3', 'cloves', 'garlic'], ['1/4', 'teaspoon', 'crushed red pepper flakes'], ['1/4', 'cup', 'white wine'], ['1/4', 'cup', 'lemon juice'], [None, None, 'kosher salt'], [None, None, 'freshly ground black pepper'], ['1', None, 'lemon'], ['2', 'tablespoons', 'fresh parsley leaves'], ['1/4', 'cup', 'freshly grated Parmesan']]",https://www.yummly.com/recipe/Shrimp-Scampi-2283812
53,Firecracker Chicken,4.5,85,500.0,940.0,16.0,23.0,68.0,1.0,"[['Billy', 4], ['Chelle Murphy', 5], ['Chris Brown', 5], ['Shari Jones', 5], ['Justin', 5], ['Tegan Pilcher', 5], ['Kim S.', 5], ['Jason', 5], ['Kristi', 5], ['alma mageau', 5], ['Shelby Rowe', 5], ['Lisa Zimmer', 5], ['Davis', 5], ['Bremis', 5], ['Julie', 5], ['Jasmine Banks', 5], ['Skyler Schroeder', 5], ['Anita', 4], ['Pinnix', 5], ['Kerry Fitch', 5], ['Noel Adgalane Johnson', 5], ['Kim Taunt', 5], ['Eric Eric', 4], ['Clay Anderson', 4], ['Becky Porter Hawkins', 5], ['Brad Savage', 5], ['Chef Driscolli', 5], ['Elisa', 5], ['Paul Skewes', 5], ['J', 5]]","[['4', 'tablespoons', 'canola oil'], ['4', None, 'skinless chicken breasts'], [None, None, 'salt'], [None, None, 'pepper'], ['1', 'cup', 'cornstarch'], ['2', None, 'large eggs'], ['1/3', 'cup', 'hot sauce'], ['1', 'cup', 'light brown sugar'], ['1', 'tablespoon', 'water'], ['2', 'teaspoons', 'apple cider vinegar'], ['1/2', 'teaspoon', 'salt']]",https://www.yummly.com/recipe/Firecracker-Chicken-1864671
